G_ddmn,G_vdmn,G_sal,G_rcen,G_lcen,A_ddmn,A_vdmn,A_sal,A_rcen,A_lcen,H_ddmn,H_vdmn,H_sal,H_rcen,H_lcen
0.395440549,0.293122023,0.587137163,0.416596204,0.512113273,-0.256280869,-0.317376286,-0.507055521,-0.102925099,-0.273462653,NaN,NaN,NaN,NaN,NaN
0.686558187,0.518783212,0.164764002,0.560343266,0.660453856,-0.505745471,-0.487299383,-0.08827804,-0.37397185,-0.296469271,0.069487147,0.085766792,0.184098855,0.123785071,0.033540931
0.602983952,-0.09633974,0.487291545,0.441173762,0.661566436,-0.449995011,0.036433224,-0.3475326,-0.104001224,-0.455321163,NaN,NaN,NaN,NaN,NaN
0.530173302,0.370554715,0.597054482,0.400706261,0.588917434,-0.370197862,-0.2670196,-0.703957021,-0.056110553,-0.243459344,NaN,NaN,NaN,NaN,NaN
0.350280285,-0.037667301,0.423289239,0.372999847,0.489963293,-0.003518946,0.435753167,-0.649306059,0.110362336,-0.019006928,0.160636559,0.573979139,-0.38536942,0.309803903,0.285413653
0.675985217,0.411826432,0.771365166,0.264482558,0.641792893,-0.653995514,-0.433065742,-0.660857856,-0.092605911,-0.326897919,0.290874064,0.094456799,0.268345237,0.175507829,0.096490532
0.554634929,0.076118924,0.754235744,0.433682323,0.211316511,-0.405047536,-0.091862246,-0.715670228,-0.246082276,-0.004200388,0.370173603,0.112143114,0.47156319,0.388593137,0.069300607
0.703649759,-0.157821685,0.736832917,0.77106005,0.73443681,-0.498094201,0.355879068,-0.784408331,-0.501337409,-0.493154645,NaN,NaN,NaN,NaN,NaN
0.614488065,0.200896502,0.044715989,0.537695587,0.487348884,-0.150534227,0.140777737,-0.210146904,-0.006687605,-0.020898035,NaN,NaN,NaN,NaN,NaN
0.295021445,0.271211743,0.487846941,0.201569229,0.533916593,0.083600909,0.063410595,-0.487826377,0.128041089,-0.022371577,0.09216664,0.060779788,0.209689617,0.087592319,0.170060888
0.340384364,0.110546365,0.495919853,0.074505493,0.384510845,-0.12316075,-0.090401687,-0.368755847,0.082710296,-0.045010097,0.082914017,0.29919979,0.230862543,0.240069389,0.108328268
0.566884756,-0.159566954,0.599201918,0.464253575,0.717923522,-0.35568276,0.115349233,-0.493934363,-0.128085792,-0.447690696,0.066335686,0.095325902,0.047668368,-0.035366971,-0.062664382
0.306776762,-0.013423091,0.310840249,0.520737529,0.458992541,-0.133561507,0.114613935,-0.197834477,-0.301279932,-0.134277716,0.160763457,-0.057166997,0.308746338,0.184354842,0.21695815
0.530882239,0.294412047,0.518167377,0.103836209,0.571090639,-0.08890412,-0.034215394,-0.455480516,0.165021375,-0.128939927,NaN,NaN,NaN,NaN,NaN
0.445888788,-0.11929623,0.425271541,-0.016422899,0.399752289,-0.374751568,0.160361424,-0.353423268,0.192783698,-0.165048674,0.090584092,0.110521637,0.152031764,0.003046754,0.14413929
0.63303709,-0.090569504,0.637654483,-0.007894767,0.488426477,-0.820831478,0.291992754,-0.801611364,0.36284095,0.04484082,0.635808825,0.100957453,0.612057269,0.250432223,0.519920647
0.462993205,0.187103778,0.864275753,0.350291371,0.630940855,-0.410083354,-0.280342221,-0.767141342,-0.181231946,-0.471210718,0.18794018,0.089284338,0.358405739,0.142067671,0.02319237
0.009121475,0.245473921,0.724007607,-0.113251708,0.376175463,0.11790695,-0.26731348,-0.680034816,0.322656274,-0.099561997,0.149696901,0.210488468,0.170013636,0.145056248,0.185144737
0.469671726,0.406201154,0.600357473,0.402740598,0.482060552,-0.311108887,-0.126467913,-0.671485186,-0.110214889,-0.183059707,0.193002954,0.287600309,0.110913277,0.247601971,0.140084743
0.611378133,0.272578835,0.890196919,-0.356868237,0.502372861,-0.609176457,-0.26201129,-0.772247314,0.540361106,-0.221264467,0.020702939,0.089454278,0.104672246,0.309587598,0.170161545
0.377280712,0.121467106,0.379069984,0.208300889,0.445829064,-0.232341886,0.111169867,-0.490220577,0.071137391,-0.228328779,0.126267806,0.072659276,0.147858143,0.149091199,0.239940003
0.331381559,0.405329078,0.439201176,0.277078986,0.404837072,0.073688023,0.022766225,-0.349307299,0.345403254,0.278464526,0.154678136,0.332757562,0.225423649,0.415067136,0.481632203
0.429109424,0.283803374,0.761941135,0.740788281,0.653179646,-0.239564642,-0.277111322,-0.561751187,-0.435732454,-0.265530497,0.161010161,0.075102352,0.327634513,0.353381604,0.357584149
0.595277429,0.19419907,0.021639517,0.615663946,0.525008619,-0.150755018,-0.019373566,-0.232671484,-0.148964792,-0.025382843,0.228916779,0.237211376,0.087021522,0.217260942,0.124585554
0.272332728,-0.057276227,0.537607372,0.578154027,0.634407341,-0.083665326,0.009999809,-0.507439494,-0.211609364,-0.26992926,NaN,NaN,NaN,NaN,NaN
0.268363088,-0.044155836,0.314341366,0.390117198,0.223895729,0.044768684,0.142695159,-0.280837297,0.078217283,0.274498641,0.076312438,0.193631455,0.074396059,0.164570019,0.161409721
0.578362167,0.247020572,0.4747262,0.2619313,0.633162558,-0.434620202,-0.119400643,-0.422259569,0.035339978,-0.242648512,0.150993779,0.285669953,0.248951972,0.226618424,0.168763548
0.568763435,0.752583802,0.750954747,-0.137452066,0.454621047,-0.501872301,-0.676119149,-0.401054233,0.354750812,0.00741615,0.391551316,0.456238776,0.533023477,0.166902974,0.473729044
0.241476417,0.021409119,0.595660388,0.657987595,0.562071562,0.017676685,-0.169879556,-0.603591919,-0.365887403,-0.158998758,0.16151078,0.128006846,0.258679301,0.285177708,0.326221228
0.659047008,0.372613907,0.55064404,0.365671575,0.566915035,-0.356578171,-0.112485565,-0.631075621,0.036188334,-0.15778321,0.311073422,0.273298264,0.123698756,0.188939959,0.165330172
0.561059237,0.263184726,0.444840938,0.606138647,0.840596914,-0.367563754,-0.058583651,-0.743813634,-0.093918636,-0.070407368,NaN,NaN,NaN,NaN,NaN
0.117081918,0.552853107,0.549832046,0.602584839,0.486041009,0.084666617,-0.304114044,-0.607408047,-0.279521823,-0.203006193,NaN,NaN,NaN,NaN,NaN
0.471395284,0.354455978,0.847747207,0.057151381,0.785961866,-0.559435666,-0.385798961,-0.680535257,0.13853927,-0.503651202,0.2648018,0.388905227,0.248065934,0.314790964,0.360103786
0.632207096,-0.062434893,0.861301422,0.455077201,0.730202794,-0.489296675,0.019854089,-0.638306141,-0.122143291,-0.318552166,0.188852713,0.152238578,0.114306897,0.167759702,0.27333653
0.283490151,0.326373219,-0.007470204,0.462787211,0.517266095,0.055526104,0.057727288,-0.36805895,0.152963459,0.190142289,-0.027850902,0.111388057,0.132751167,-0.146858767,-0.041245122
0.483795732,0.480845988,0.634438872,0.169186175,0.601987302,-0.335418969,-0.419946373,-0.256669074,0.232956514,-0.094729125,0.230972841,0.260965556,0.625795782,0.392408907,0.553395092
0.366663605,0.214868054,0.703408182,0.3286933,0.589692593,-0.07819774,0.104546346,-0.642772317,0.008812409,-0.308883339,NaN,NaN,NaN,NaN,NaN
0.147204712,-0.005190087,0.400938272,0.233275592,0.328134507,0.209013969,0.292053401,-0.532152295,0.111813881,0.148759261,NaN,NaN,NaN,NaN,NaN
0.200841516,0.277164131,0.330535769,0.150482908,0.347680181,0.233994812,-0.038689025,-0.377852648,0.257032216,0.061711386,NaN,NaN,NaN,NaN,NaN
0.184684724,-0.005269985,0.246112972,0.179823473,0.212051526,0.133844733,0.275105178,-0.287156314,0.237115592,0.322438717,0.108420961,0.227672696,-0.090005569,0.122551851,0.104284681
0.437117577,0.190336898,0.255726844,0.380406439,0.417706996,-0.223001093,-0.068927899,-0.180789724,0.018296273,0.166457042,0.017778914,0.052479342,0.130553976,0.160081819,0.410694242
0.350958437,-0.193554267,0.364673227,0.228473336,0.528375745,0.084104516,-0.009906437,-0.37427628,0.169406205,0.040325504,0.049076378,0.160328656,0.089305647,0.048252884,0.131369516
0.256798863,-0.034126997,0.43456912,0.271164179,0.29586786,0.155836597,0.192060351,-0.409724981,0.231756568,0.217893571,0.061802395,0.036422614,0.188397199,0.135711625,0.23453933
0.268739462,0.213757768,0.505108356,0.300301909,0.534147739,0.038272727,0.06413155,-0.655502141,-0.029588452,-0.228480428,0.015119191,0.031028435,0.258693635,0.119402729,0.229740858
0.317870319,0.176461831,0.514256656,-0.238159969,0.265826344,-0.003778717,-0.097038396,-0.320164651,0.554674983,0.180315942,NaN,NaN,NaN,NaN,NaN
0.513620198,0.384668499,0.615556538,0.521340489,0.623865604,-0.460481077,-0.333664477,-0.559645772,-0.443733156,-0.348837882,0.27013275,0.136898264,0.238695815,0.262318999,0.19843182
0.429280519,0.002870005,0.507912219,0.186262295,0.453222662,-0.231098354,-0.028520094,-0.373118669,0.031872373,-0.182828158,NaN,NaN,NaN,NaN,NaN
-0.174343243,0.473446012,-0.186070785,0.418437928,0.401397794,0.382898569,-0.338315308,0.16865404,-0.184894443,-0.041156713,0.006230013,0.227918282,0.105411947,0.253953099,0.162928566
0.429480374,0.245506674,0.504270971,0.340094447,0.493117779,0.220461994,0.286167443,-0.511406302,0.308953226,0.169089437,NaN,NaN,NaN,NaN,NaN
0.192073718,-0.051791061,0.451020688,0.307957202,0.466866583,0.082200631,0.22042492,-0.545515239,0.067586318,-0.098267615,0.136579737,0.092946731,0.028065285,0.112689212,0.067466147
0.63443476,-0.183747381,0.836411059,0.476813078,0.315052956,-0.603960931,0.079569928,-0.762370944,-0.393405169,-0.116914794,NaN,NaN,NaN,NaN,NaN
0.678610921,0.122061975,0.436448276,0.540382147,0.625987232,-0.507306337,-0.114775516,-0.266224533,-0.392590225,-0.471280068,NaN,NaN,NaN,NaN,NaN
0.472246945,-0.149371564,0.671806872,0.200942814,0.255865335,-0.299363971,0.34156844,-0.563794136,0.295302451,0.222184271,0.148930863,0.259432465,0.29676494,0.091438256,0.270045966
0.676441967,0.181622803,-0.013238761,0.604293406,0.659270227,-0.206775218,0.063983649,-0.449839771,-0.031024015,-0.144399837,NaN,NaN,NaN,NaN,NaN
0.390177578,0.104998223,0.499359339,0.434940159,0.518333614,-0.154418617,-0.024219522,-0.522732735,-0.025611736,-0.115152322,0.195980623,0.071838208,0.344223678,0.125898957,0.110971756
0.211550549,0.439268798,0.132551402,0.449226916,0.401305258,-0.002492652,-0.036720693,-0.439671338,-0.060893115,0.066115737,NaN,NaN,NaN,NaN,NaN
0.17682752,0.069468074,0.343941569,0.44762513,0.664947391,0.146577254,0.170639828,-0.470880061,0.266273707,0.016761363,NaN,NaN,NaN,NaN,NaN
0.404125273,0.089799911,0.761611104,0.434076399,0.666751623,-0.053120431,-0.038242321,-0.492918044,0.083436914,-0.247355089,NaN,NaN,NaN,NaN,NaN
0.18511948,-0.01237502,0.473451912,-0.100615814,0.109884821,-0.042955067,0.114738591,-0.239456356,0.20448105,0.190481737,NaN,NaN,NaN,NaN,NaN
0.259755105,0.312986225,0.16453892,0.520294309,0.520086646,0.41865617,0.42646268,-0.634537876,0.34482339,0.282934964,NaN,NaN,NaN,NaN,NaN
0.657915473,0.058731273,0.547064662,0.067381188,-0.123018704,-0.558358729,-9.50E-05,-0.492807716,0.059006605,0.292425007,NaN,NaN,NaN,NaN,NaN
0.462709248,0.113804191,0.555814981,0.293061376,0.580668628,0.084688783,0.087285899,-0.450928986,0.202554002,0.003065762,NaN,NaN,NaN,NaN,NaN
0.458049238,0.100939006,0.68045181,0.373010457,0.444179654,-0.069032967,0.055496607,-0.572532654,0.195587546,0.119914033,NaN,NaN,NaN,NaN,NaN
0.470507562,-0.061361309,0.488424808,0.554318666,0.294845253,-0.288142622,0.124710441,-0.330851793,-0.272835672,0.115849271,0.150294065,-0.095752709,0.492553592,0.29842785,0.398047298
0.62664479,0.162202314,0.696009278,0.713742435,0.52797246,-0.34537676,-0.005760532,-0.583782375,-0.227140233,0.039358132,NaN,NaN,NaN,NaN,NaN
0.441641986,0.666347027,0.734425426,0.437780529,0.717541277,-0.208061978,-0.508148134,-0.519988477,-0.141453415,-0.370349139,0.380962253,0.423950374,0.320284575,0.366438389,0.416145414
0.282547772,0.203884572,0.258710086,0.432130277,0.444603086,-0.133682445,0.021711836,-0.227112606,0.07311032,0.078049444,0.085010312,0.161431164,0.0187272,0.294912606,0.225959018
0.390128314,0.22561717,0.751253247,0.300471514,0.744797945,-0.207334757,-0.081984065,-0.640058219,-0.007675212,-0.35214141,NaN,NaN,NaN,NaN,NaN
0.444877535,0.477488339,0.286163807,0.427721292,0.421074599,-0.172156185,-0.277127683,-0.497512728,-0.05997942,-0.028203173,NaN,NaN,NaN,NaN,NaN
0.261982948,-0.063373826,0.691760838,0.053670958,0.63430059,0.011625882,0.297907293,-0.679358125,0.344574571,-0.189419791,NaN,NaN,NaN,NaN,NaN
-0.104054675,0.172401235,0.39616552,0.026734315,0.299499482,0.203691959,0.288355291,-0.294861287,0.52771008,0.176539913,0.133713022,0.061834253,0.027474139,0.138397932,0.031972013
0.570122719,0.41435194,0.006460709,0.702053249,0.673604906,0.337298781,0.171406627,-0.36127907,0.108692102,0.130891949,NaN,NaN,NaN,NaN,NaN
0.105281532,0.295510054,-0.126220837,0.242688388,0.504390001,0.242405117,0.068585321,-0.150225341,0.404363364,-0.025477953,NaN,NaN,NaN,NaN,NaN
0.301350772,0.46183458,0.737981558,0.443969309,0.623635709,-0.090323269,-0.28661567,-0.783544719,-0.169198558,-0.348337412,NaN,NaN,NaN,NaN,NaN
0.393055409,0.17805551,0.594924986,0.579780042,0.636589348,-0.318941951,-0.289682329,-0.468495697,-0.363750756,-0.337528944,0.26522544,0.199172363,0.430907696,0.243749559,0.304189265
0.525019228,0.361516476,0.563648224,0.204120934,0.439260364,-0.389576584,-0.243207365,-0.322420746,0.114405222,-0.145312965,NaN,NaN,NaN,NaN,NaN
0.408335686,0.038298365,0.239841998,0.142193347,0.476157486,-0.126639679,0.247717157,-0.547783673,0.442147702,-0.073861361,0.115036964,0.337046623,-0.05108707,0.418899566,0.278759748
0.184216797,-0.058922973,0.436043948,0.241753072,0.52232039,0.260610789,0.193730697,-0.530004025,0.157253847,-0.172324955,NaN,NaN,NaN,NaN,NaN
0.070757218,0.281036586,0.431007236,-0.180865556,0.390446484,0.10893593,-0.11625617,-0.3770293,0.548973918,-0.059737626,NaN,NaN,NaN,NaN,NaN
0.228082985,0.140797094,0.6170699,0.040790092,0.608108282,0.000872639,-0.000597801,-0.487474501,0.177160412,-0.29639709,0.163294837,-0.108915284,0.341024548,0.080082513,0.124409936
0.42419365,0.265064538,0.147484988,0.408080697,0.476312041,0.052716214,0.030246679,-0.402645111,-0.025932578,0.077280626,NaN,NaN,NaN,NaN,NaN
-0.05298537,0.104047485,0.356834948,0.166566968,0.578899324,0.297896743,0.076500818,-0.271358848,0.178208962,-0.157897145,0.209502459,0.351215452,0.002170785,0.140320331,0.141742408
0.331077546,0.100665912,0.571516991,0.45630753,0.657447398,-0.173971474,-0.036028206,-0.581208467,-0.095865905,-0.361994475,NaN,NaN,NaN,NaN,NaN
0.497378141,-0.077333242,0.521404505,0.336553454,0.397318333,-0.020171685,0.264303476,-0.372159421,0.24139449,0.320485175,-0.092170164,0.099980213,0.056670632,0.035481691,-0.056636021
0.298873752,-0.147442222,0.580338895,0.320790857,0.356151819,0.097250983,0.116650745,-0.19739829,0.331124157,0.287339032,NaN,NaN,NaN,NaN,NaN
0.606732309,-0.013318797,0.414121777,0.288067609,0.45678097,-0.298962981,-0.065617889,-0.041914042,0.150675461,0.026896637,NaN,NaN,NaN,NaN,NaN
0.648427665,0.364326388,0.662383735,0.025350433,0.175954863,-0.581641436,-0.386463463,-0.546225846,0.137178287,-0.033081561,NaN,NaN,NaN,NaN,NaN
0.25965932,0.3629421,0.405975461,0.31921795,0.588935792,0.144530475,-0.003662811,-0.587076604,0.217971027,-0.003832896,NaN,NaN,NaN,NaN,NaN
0.643209279,-0.017502857,0.805520058,0.042998441,0.30582583,-0.429513842,0.082822844,-0.722184241,0.322391242,-0.019151466,0.133254826,0.196325883,0.095412582,0.296712935,0.244195789
0.554479599,0.252711624,0.375666559,-0.068811715,0.569992483,-0.036039967,0.002933738,-0.398099184,0.504839182,-0.14022097,NaN,NaN,NaN,NaN,NaN
0.32215777,0.657309353,0.738397837,0.142953411,0.483304292,0.060548272,-0.514938891,-0.736483335,0.261211544,-0.127991244,NaN,NaN,NaN,NaN,NaN
